"id","language","title","description","path_id","search_vector"
244,"en","Five-day resistance band workout schedule","Resistance bands are the universal language of home fitness and the instrument that can help you get from where you're at to where you want to be be.

For this workout routine, you will need the SPRI Flat Band Loop, The Original Xertube, SPRI Superband, and the Xercuffs.

https://www.spri.com/blogs/blog/5-day-resistance-band-workout-schedule",249,"'/blogs/blog/5-day-resistance-band-workout-schedule':59B 'band':5A,9B,47B 'day':3A 'fit':16B 'five':2A 'five-day':1A 'flat':46B 'get':24B 'help':22B 'home':15B 'instrument':19B 'languag':13B 'loop':48B 'need':43B 'origin':50B 're':28B 'resist':4A,8B 'routin':40B 'schedul':7A 'spri':45B,52B 'superband':53B 'univers':12B 'want':33B 'workout':6A,39B 'www.spri.com':58B 'www.spri.com/blogs/blog/5-day-resistance-band-workout-schedule':57B 'xercuff':56B 'xertub':51B"
321,"en","How to use Brightspace","Looking for information about your course? Access your classes through Brightspace.",345,"'access':11B 'brightspac':4A,15B 'class':13B 'cours':10B 'inform':7B 'look':5B 'use':3A"
196,"en","Use SMUâs counselling services for the first time","Mental health and wellness are of utmost importance during times like these. If you are looking for some support, the services offered at the SMU Counselling Centre are a great place to start.",201,"'centr':36B 'counsel':4A,35B 'first':8A 'great':39B 'health':11B 'import':17B 'like':20B 'look':25B 'mental':10B 'offer':31B 'place':40B 'servic':5A,30B 'smu':2A,34B 'start':42B 'support':28B 'time':9A,19B 'use':1A 'utmost':16B 'well':13B"
111,"en","How to get better sleep","Getting quality sleep is extremely important in maintaining both physical and mental health. Using the following tips will be a great step towards resting well at night.",116,"'better':4A 'extrem':10B 'follow':21B 'get':3A,6B 'great':26B 'health':18B 'import':11B 'maintain':13B 'mental':17B 'night':32B 'physic':15B 'qualiti':7B 'rest':29B 'sleep':5A,8B 'step':27B 'tip':22B 'toward':28B 'use':19B 'well':30B"
195,"en","Use SMUâs counselling services as a returning client","Mental health and wellness are of utmost importance during times like these. If you are looking for some support, the services offered at the SMU Counselling Centre are a great place to start.",200,"'centr':36B 'client':9A 'counsel':4A,35B 'great':39B 'health':11B 'import':17B 'like':20B 'look':25B 'mental':10B 'offer':31B 'place':40B 'return':8A 'servic':5A,30B 'smu':2A,34B 'start':42B 'support':28B 'time':19B 'use':1A 'utmost':16B 'well':13B"
216,"en","Time management during Covid-19","In the era of Covid-19, it is easy to feel overwhelmed while trying to separate your work and home life. With everything taking place in the same space, you need to pay extra attention to how you allot your time and space. Follow this guide to build a separation that doesnât leave you feeling frustrated.",221,"'-19':5A,11B 'allot':44B 'attent':40B 'build':53B 'covid':4A,10B 'doesn':57B 'easi':14B 'era':8B 'everyth':28B 'extra':39B 'feel':16B,61B 'follow':49B 'frustrat':62B 'guid':51B 'home':25B 'leav':59B 'life':26B 'manag':2A 'need':36B 'overwhelm':17B 'pay':38B 'place':30B 'separ':21B,55B 'space':34B,48B 'take':29B 'time':1A,46B 'tri':19B 'work':23B"
358,"en","Improve your problem-solving skills","This video provides tips that will help you improve your problem-solving skills.",382,"'help':13B 'improv':1A,15B 'problem':4A,18B 'problem-solv':3A,17B 'provid':9B 'skill':6A,20B 'solv':5A,19B 'tip':10B 'video':8B"
542,"en","Online learning tips","Online learning can either bring out the best of your focus, or the worst of it. Either way, hereâs some quick tips to improve your overall learning experience.",586,"'best':11B 'bring':8B 'either':7B,20B 'experi':32B 'focus':14B 'improv':28B 'learn':2A,5B,31B 'onlin':1A,4B 'overal':30B 'quick':25B 'tip':3A,26B 'way':21B 'worst':17B"
568,"en","How to use Options Online","Interested in a free online education? Check out Options Online and learn more about how it works in this overview.",612,"'check':12B 'educ':11B 'free':9B 'interest':6B 'learn':17B 'onlin':5A,10B,15B 'option':4A,14B 'overview':25B 'use':3A 'work':22B"
396,"en","How to stay self-motivated","This video provides five tips for improving your personality development and motivational skills.",433,"'develop':16B 'five':10B 'improv':13B 'motiv':6A,18B 'person':15B 'provid':9B 'self':5A 'self-motiv':4A 'skill':19B 'stay':3A 'tip':11B 'video':8B"
295,"en","How to deal with seasonal affective depression","Seasonal affective depression or disorder can be difficult to deal with as the colder months of the year persist. For three actionable tips to help, watch the video in this plan.",316,"'action':29B 'affect':6A,9B 'colder':21B 'deal':3A,17B 'depress':7A,10B 'difficult':15B 'disord':12B 'help':32B 'month':22B 'persist':26B 'plan':38B 'season':5A,8B 'three':28B 'tip':30B 'video':35B 'watch':33B 'year':25B"
137,"en","10 simple habits for social skills","This list on Inc.com shares 10 simple habits from Milena Rangelov, Ph.D., that will boost your social skills.


Link to full article: https://www.inc.com/quora/10-simple-habits-that-will-noticeably-improve-your-social-skills.html",142,"'/quora/10-simple-habits-that-will-noticeably-improve-your-social-skills.html':31B '10':1A,12B 'articl':28B 'boost':21B 'full':27B 'habit':3A,14B 'inc.com':10B 'link':25B 'list':8B 'milena':16B 'ph.d':18B 'rangelov':17B 'share':11B 'simpl':2A,13B 'skill':6A,24B 'social':5A,23B 'www.inc.com':30B 'www.inc.com/quora/10-simple-habits-that-will-noticeably-improve-your-social-skills.html':29B"
189,"en","Visit the Art Gallery of Nova Scotia","Nova Scotia has quite a few museums to be proud of, and its art gallery is at the top of the list! With permanent and rotating exhibits, youâre sure to find something impressive while youâre here.",194,"'art':3A,21B 'exhibit':34B 'find':39B 'galleri':4A,22B 'impress':41B 'list':29B 'museum':14B 'nova':6A,8B 'perman':31B 'proud':17B 'quit':11B 're':36B,44B 'rotat':33B 'scotia':7A,9B 'someth':40B 'sure':37B 'top':26B 'visit':1A"
722,"en","testing plan ramakant","description",912,"'descript':3B 'plan':2A 'test':1A"
753,"en","test","test123456789",945,"'test':1A 'test123456789':2B"
260,"en","Find events at SMU","I love attending many different events taking place on the SMU campus or online. it's nice to have one spot to look for all of these.",265,"'attend':7B 'campus':16B 'differ':9B 'event':2A,10B 'find':1A 'look':27B 'love':6B 'mani':8B 'nice':21B 'one':24B 'onlin':18B 'place':12B 'smu':4A,15B 'spot':25B 'take':11B"
232,"en","10-minute abdominal workout","Try this ab workout at home to improve your fitness.",237,"'10':1A 'ab':7B 'abdomin':3A 'fit':14B 'home':10B 'improv':12B 'minut':2A 'tri':5B 'workout':4A,8B"
276,"en","Sign up for faculty mentorship","We at the students association are happy to announce our brand new Faculty Mentorship Program! This is an initiative that began this school year, its goals are to better connect the student and faculty populations on campus and foster a more collaborative and diverse university campus. When you sign up, we assign you a mentor based on your program and interests. These mentors are campus faculty that have accumulated years of experience and knowledge in their respective fields. They can help you find effective study strategies, expose you new and innovative research opportunities, or assist you with career planning. The opportunities are truly endless. Meet with them once a week, once a month, or once each term, the scheduling and specifics are entirely up to you.

Signup is easy and only takes a few moments, so why delay? Sign up now, and start building relationships with experienced people and enjoy the benefit of having a full time mentor.",289,"'accumul':74B 'announc':14B 'assign':57B 'assist':100B 'associ':10B 'base':61B 'began':26B 'benefit':157B 'better':34B 'brand':16B 'build':149B 'campus':42B,51B,70B 'career':103B 'collabor':47B 'connect':35B 'delay':143B 'divers':49B 'easi':134B 'effect':89B 'endless':109B 'enjoy':155B 'entir':128B 'experi':77B 'experienc':152B 'expos':92B 'faculti':4A,18B,39B,71B 'field':83B 'find':88B 'foster':44B 'full':161B 'goal':31B 'happi':12B 'help':86B 'initi':24B 'innov':96B 'interest':66B 'knowledg':79B 'meet':110B 'mentor':60B,68B,163B 'mentorship':5A,19B 'moment':140B 'month':118B 'new':17B,94B 'opportun':98B,106B 'peopl':153B 'plan':104B 'popul':40B 'program':20B,64B 'relationship':150B 'research':97B 'respect':82B 'schedul':124B 'school':28B 'sign':1A,54B,144B 'signup':132B 'specif':126B 'start':148B 'strategi':91B 'student':9B,37B 'studi':90B 'take':137B 'term':122B 'time':162B 'truli':108B 'univers':50B 'week':115B 'year':29B,75B"
569,"en","An interactive self-care guide","Need a little help with taking care of yourself or managing your day-to-day routine? The interactive guide featured in this plan can help you make decisions more easily and quickly.",613,"'care':5A,13B 'day':20B,22B 'day-to-day':19B 'decis':35B 'easili':37B 'featur':27B 'guid':6A,26B 'help':10B,32B 'interact':2A,25B 'littl':9B 'make':34B 'manag':17B 'need':7B 'plan':30B 'quick':39B 'routin':23B 'self':4A 'self-car':3A 'take':12B"
374,"en","Ice skating at the Emera Oval","Looking to get some exercise throughout the winter? The Emera Oval is a terrific place for skaters of all ages and skill level.",403,"'age':26B 'emera':5A,16B 'exercis':11B 'get':9B 'ice':1A 'level':29B 'look':7B 'oval':6A,17B 'place':21B 'skate':2A 'skater':23B 'skill':28B 'terrif':20B 'throughout':12B 'winter':14B"
375,"en","When to buy textbooks","Wondering how soon is too soon, or if it's too late to buy a textbook? Look no further.",404,"'buy':3A,18B 'late':16B 'look':21B 'soon':7B,10B 'textbook':4A,20B 'wonder':5B"
247,"en","Muscle-building home workout","Check out this guide to bodybuilding with tips from an athlete.",252,"'athlet':16B 'bodybuild':11B 'build':3A 'check':6B 'guid':9B 'home':4A 'muscl':2A 'muscle-build':1A 'tip':13B 'workout':5A"
359,"en","Five steps to solve any problem","This video provides tips that will help you improve your problem-solving skills.",383,"'five':1A 'help':13B 'improv':15B 'problem':6A,18B 'problem-solv':17B 'provid':9B 'skill':20B 'solv':4A,19B 'step':2A 'tip':10B 'video':8B"
543,"en","Travel options for disabilities","Are you preparing to travel? If so, this plan may help make your life a little easier.",587,"'disabl':4A 'easier':21B 'help':15B 'life':18B 'littl':20B 'make':16B 'may':14B 'option':2A 'plan':13B 'prepar':7B 'travel':1A,9B"
225,"en","Test anxiety strategies","These are some of the most common sources of test anxiety:

Being unprepared. Knowing you have not put in enough time and effort into studying for the test is one source of anxiety. Cramming increases anxiety.

Past experience. Failing to succeed in the past may cause anxiety. Negative self-talk statements such as âI am never going to get this rightâ and âI donât know any of thisâ increase anxiety. Talk to yourself as you would to your dear friend you were trying to encourage. Positive self-talk is proven to reduce anxiety and increase success.

Fear of failure. You may fear disappointing parents, losing your scholarship, or not being able to live up to your own standards. Linking your academic performance to your self-worth may increase anxiety. A test is not a measurement of your value as a person.

Use the following tips to help manage your test anxiety.

https://www.baylor.edu/support_programs/index.php?id=42440",230,"'/support_programs/index.php?id=42440':161B 'abl':117B 'academ':127B 'anxieti':2A,14B,36B,39B,50B,75B,99B,136B,158B 'caus':49B 'common':10B 'cram':37B 'dear':84B 'disappoint':109B 'effort':26B 'encourag':90B 'enough':23B 'experi':41B 'fail':42B 'failur':105B 'fear':103B,108B 'follow':151B 'friend':85B 'get':63B 'go':61B 'help':154B 'increas':38B,74B,101B,135B 'know':17B,70B 'link':125B 'live':119B 'lose':111B 'manag':155B 'may':48B,107B,134B 'measur':142B 'negat':51B 'never':60B 'one':33B 'parent':110B 'past':40B,47B 'perform':128B 'person':148B 'posit':91B 'proven':96B 'put':21B 'reduc':98B 'right':65B 'scholarship':113B 'self':53B,93B,132B 'self-talk':52B,92B 'self-worth':131B 'sourc':11B,34B 'standard':124B 'statement':55B 'strategi':3A 'studi':28B 'succeed':44B 'success':102B 'talk':54B,76B,94B 'test':1A,13B,31B,138B,157B 'time':24B 'tip':152B 'tri':88B 'unprepar':16B 'use':149B 'valu':145B 'worth':133B 'would':81B 'www.baylor.edu':160B 'www.baylor.edu/support_programs/index.php?id=42440':159B"
397,"en","Reasons why youâre not motivated","This video provides reasons that may be preventing your goals and self-motivation.",434,"'goal':16B 'may':12B 'motiv':6A,20B 'prevent':14B 'provid':9B 're':4A 'reason':1A,10B 'self':19B 'self-motiv':18B 'video':8B"
459,"en","How to request flexible work hours, How to manage the hours of the work as this might be the tedious task for the user to manage the work hours, today everyone is lazy to perform some of the actions in accordance with the time so we should somehow manage","Are you needing to request a flexible work schedule but donât know how to ask your boss? Look no further!",498,"'ask':22B 'boss':24B 'flexibl':4A,13B 'hour':6A 'know':19B 'look':25B 'need':9B 'request':3A,11B 'schedul':15B 'work':5A,14B"
723,"en","orgadminplan","orgadminplan",913,"'orgadminplan':1A,2B"
773,"en","best plan for check your future goal","this is the description of this plan",972,"'best':1A 'check':4A 'descript':11B 'futur':6A 'goal':7A 'plan':2A,14B"
787,"en","Time is money","it is a well known fact that the time is a money thing",989,"'fact':9B 'known':8B 'money':3A,15B 'thing':16B 'time':1A,12B 'well':7B"
801,"en","plan from super admin","test",1012,"'admin':4A 'plan':1A 'super':3A 'test':5B"
811,"en","health awareness program","this is health awareness program",1026,"'awar':2A,7B 'health':1A,6B 'program':3A,8B"
328,"en","How to access the Writing Centre handouts","Looking for some extra help with your writing? Access a variety of free handouts online from the Writing Centre.",352,"'access':3A,16B 'centr':6A,26B 'extra':11B 'free':20B 'handout':7A,21B 'help':12B 'look':8B 'onlin':22B 'varieti':18B 'write':5A,15B,25B"
380,"en","Nine tips to stop overeating","This video provides nine useful tips that will help you to stop overeating habits.",409,"'habit':19B 'help':14B 'nine':1A,9B 'over':5A,18B 'provid':8B 'stop':4A,17B 'tip':2A,11B 'use':10B 'video':7B"
217,"en","Creating an effective study environment","Of course, there is no fix-all solution that will dramatically and instantly improve your study habits, but here's five key factors to consider in creating an effective study environment that can help you get there.

https://lblearningservices.wordpress.com/2015/02/23/creating-an-effective-study-environment/",222,"'/2015/02/23/creating-an-effective-study-environment/':46B 'consid':31B 'cours':7B 'creat':1A,33B 'dramat':17B 'effect':3A,35B 'environ':5A,37B 'factor':29B 'five':27B 'fix':12B 'fix-al':11B 'get':42B 'habit':23B 'help':40B 'improv':20B 'instant':19B 'key':28B 'lblearningservices.wordpress.com':45B 'lblearningservices.wordpress.com/2015/02/23/creating-an-effective-study-environment/':44B 'solut':14B 'studi':4A,22B,36B"
